,V,i,si,sV
177,7.7,3.5137691840000004e-07,7.14012386677716e-10,0.0177
178,7.8,3.5387480143e-07,7.190024888001397e-10,0.0178
179,7.9,3.5334721994e-07,7.179485051460492e-10,0.0179
180,8.0,3.5414348899e-07,7.195379689649218e-10,0.018000000000000002
181,8.1,3.5549140160999995e-07,7.222315212418902e-10,0.018099999999999998
182,8.2,3.5693812523000004e-07,7.251219652296744e-10,0.0182
183,8.3,3.5816212659e-07,7.275666460925823e-10,0.0183
184,8.4,3.5881781719e-07,7.28879508146696e-10,0.0184
185,8.5,3.6038304825e-07,7.320066714846115e-10,0.018500000000000003
186,8.6,3.6168264473999996e-07,7.346032594825206e-10,0.0186
187,8.7,3.6196950646999996e-07,7.351759902852612e-10,0.0187
188,8.8,3.6428641018999996e-07,7.39803330619333e-10,0.0188
189,8.9,3.6497495359e-07,7.411793722096295e-10,0.0189
190,9.0,3.6540131423e-07,7.42031572204462e-10,0.019000000000000003
191,9.1,3.6649033527e-07,7.442074578778989e-10,0.0191
192,9.2,3.6908650112e-07,7.493949211048181e-10,0.019200000000000002
193,9.3,3.7021372319e-07,7.516454318890068e-10,0.0193
194,9.4,3.7070830206999996e-07,7.526323575297416e-10,0.0194
195,9.5,3.7179722354e-07,7.548100723765825e-10,0.0195
196,9.6,3.7316223985e-07,7.57538362713305e-10,0.0196
197,9.7,3.7374867583e-07,7.587103680233045e-10,0.019700000000000002
198,9.8,3.7484380698e-07,7.60899648241751e-10,0.0198
199,9.9,3.7616191323e-07,7.635326052325977e-10,0.0199
200,10.0,3.7672891088000003e-07,7.646658953339176e-10,0.02
